,Unnamed: 0,CM_candidates,L1,L2
529,529,ఎలాంటి conditions లో నేను ఏ stones తీసుకోవాలి?,ఎలాంటి పరిస్థితులు లో నేను ఏ రాళ్ళు తీసుకోవాలి?,What stones should I take under what circumstances?
530,530,pneumonia ఉంటే pregnancy లో ఏమైనా problems ఉంటాయా?,న్యుమోనియా ఉంటే గర్భం లో ఏమైనా సమస్యలు ఉంటాయా?,Are there any problems in pregnancy if pneumonia?
531,531,motions కి వెళ్లేటప్పుడు ఇబ్బంది అయితుంది.,విరోచనాలు కి వెళ్లేటప్పుడు ఇబ్బంది అయితుంది.,There will be trouble when going to Virochanas.
532,532,పరీక్ష చేయిస్తే piles ఉన్నాయి అని అన్నారు.,పరీక్ష చేయిస్తే పైల్స్ ఉన్నాయి అని అన్నారు.,"He said that if the test is done, there are piles."
533,533,delivery తర్వాత piles తగ్గుతాయా?,డెలివరీ తర్వాత పైల్స్ తగ్గుతాయా?,Will the piles decrease after delivery?
534,534,pregnancy లో bleeding అలాగే fits వస్తున్నాయి .,గర్భం లో రక్తస్రావం అలాగే ఫిట్స్ వస్తున్నాయి .,Bleeding in pregnancy as well as fits.
535,535,delivery అయ్యాక నేను babyకి పాలు ఇవ్వవచ్చా?,డెలివరీ అయ్యాక నేను బేబీకి పాలు ఇవ్వవచ్చా?,Can I breastfeed my baby after delivery?
536,536,దీనివల్ల baby కి ఏమైనా problem ఉందా?,దీనివల్ల శిశువు కి ఏమైనా సమస్య ఉందా?,Does this cause any problems for the baby?
537,537,next babyకి gap తీసుకోవాలి అని అనుకుంటున్నాం.,తదుపరి శిశువుకి గ్యాప్ తీసుకోవాలి అని అనుకుంటున్నాను.,I think we should take a gap for the next baby.
538,538,pregnancy లో తల్లి కి jaundice వస్తే పిల్లలకు కూడా affect అయితుందా?,గర్భం లో తల్లి కి కామెర్లు వస్తే పిల్లలకు కూడా ప్రభావితం అయితుందా?,"If the mother gets jaundice during pregnancy, will the child also be affected?"
539,539,pregnancy లో jaundice ఎందుకు వస్తుంది?,గర్భం లో కామెర్లు ఎందుకు వస్తుంది?,Why does jaundice occur in pregnancy?
540,540,doctor కి చూపిస్తే cancer గడ్డలు లాగా ఉన్నాయి అని చెప్పారు.,డాక్టర్ కి చూపిస్తే క్యాన్సర్ గడ్డలు లాగా ఉన్నాయని చెప్పారు.,"If you show it to the doctor, they say it looks like cancerous lumps."
541,541,వాంతులు starting 3 months.,వాంతులు 3 నెలలు ప్రారంభమవుతాయి.,Vomiting starts at 3 months.
542,542,4 years కింద normal delivery అయ్యే సమయంలో gallbladderలో stones ఉన్నాయని operation చేశారు.,4 సంవత్సరాల కింద సాధారణ ప్రసవం అయ్యే సమయంలో పిత్తాశయంలో రాళ్లు ఉన్నాయని ఆపరేషన్ చేశారు.,Gallstones were operated on during normal delivery under 4 years.
543,543,ఈసారి normal delivery అయ్యే chances ఉన్నాయా?,ఈసారి నార్మల్ డెలివరీ అయ్యే అవకాశాలు ఉన్నాయా?,Any chance of normal delivery this time?
544,544,ultrasound scan చేస్తే baby brain లో నీటి బుడగగా ఉంది అని చెప్పారు.,అల్ట్రాసౌండ్ స్కాన్ చేస్తే బేబీ బ్రెయిన్‌లో నీటి బుడగగా ఉందని చెప్పారు.,An ultrasound scan revealed a water bubble in the baby's brain.
545,545,pregnancy continue చేయొచ్చా?,గర్భం కొనసాగుతుందా?,Will the pregnancy continue?
546,546,నేను ఈమధ్య conceive అయ్యాను,నేను ఈమధ్య గర్భం దాల్చాను,I recently got pregnant
547,547,కానీ sugar test చేయించుకుంటే positive వచ్చింది.,కానీ షుగర్ టెస్ట్ చేయించుకుంటే పాజిటివ్ వచ్చింది.,But the sugar test was positive.
548,548,pregnancyలో gall bladder stones వలన stomach pain వచ్చింది.,ప్రెగ్నెన్సీ పిత్తాశయంలో రాళ్లు రావడం వల్ల కడుపు నొప్పి వచ్చింది.,Stomach ache due to pregnancy gallstones.
549,549,doctor surgery చేయించుకో అన్నారు.,డాక్టర్ సర్జరీ చేయించుకో అన్నారు.,The doctor said to do the surgery.
550,550,దీనివల్ల next pregnancyకి problem ఆ?,దీనివల్ల తదుపరి గర్భానికి సమస్య ఆ?,Is this a problem for the next pregnancy?
551,551,నాకు problem ఏమిటంటే నాకు pregnancy time లో left leg swelling వస్తుంది.,నాకు సమస్య నాకు గర్భం సమయం లో ఎడమ కాలు వాపు వస్తుంది.,My problem is that I get swelling in my left leg during pregnancy.
