L1,L2,CM_candidates,Rating-1,Rating-2
అందంగా కనిపించడం కోసం ప్రతీసారి ఖరీదైన క్రీములు కొని వాడాల్సిన అవసరం లేదు .,You dont always need expensive clothes to look fabulous .,You లేదు always need expensive clothes to look fabulous,2,2
పాత స్నేహితులు కలవడం వల్ల సంతోషంగా ఉంటారు .,You will be happy to meet old friends .,to పాత friends కలవడం happy ఉంటారు .,3,3
ఆ ఫొటోల వెనక ఉన్న కథ ఇది .,This is the story behind this photograph .,ఉన్న story behind ఆ photograph ఇది .,3,3
400 హిందూ దేవాలయాల పునరుద్ధరణ పాక్ నిర్ణయం,"Pakistan to restore , hand over 400 Hindu temples",400 Hindu దేవాలయాల పునరుద్ధరణ Pakistan నిర్ణయం,3,3
శ్రీదేవి మృతి పట్ల సంతాపం తెలిపిన ప్రధాని మోడీ శ్రీదేవి అకాల మరణం తీవ్ర దిగ్బ్రాంతికి గురి చేసిందన్నారు .,Prime Minister Narendra Modi conveyed his grief and offered his condolences on the death of veteran actress Sridevi .,Prime Minister Narendra Modi conveyed his grief and offered his condolences on the దిగ్బ్రాంతికి గురి of veteran actress Sridevi .,4,2
తెలంగాణ ఎన్నికల ప్రధానాధికారి రజత్ కుమార్,Chief election officer in Telangana Rajat Kumar .,తెలంగాణ election ప్రధానాధికారి రజత్ కుమార్,5,4
ఆప్‌ ఎమ్మెల్యే బెయిల్‌ పిటిషన్‌పై నివేదికను ఇవ్వాలన్న ఢిల్లీ హైకోర్టు,Delhi HC refers AAP MLAs plea to a larger bench,AAP ఎమ్మెల్యే plea to ఇవ్వాలన్న ఢిల్లీ హైకోర్టు,3,2
ఈ మధ్యే ఆయన బెయిల్‌పై బయటకు వచ్చారు .,He had come out on bail recently .,recently ఆయన బెయిల్‌పై బయటకు వచ్చారు .,5,4
"వారి బోధలు బైబిలుకు అనుగుణ్యంగా లేవని నేను గ్రహించాను , కానీ నేను చాలా జిజ్ఞాసతో ఉన్నాను . ”",Then I started listening to religious programs on the radio and watching religious preachers on television .,Then I started listening to జిజ్ఞాసతో on radio and,2,3
అక్కడ రెండు ప్రధాన ఎంపికలు అవి ఉన్నాయి:,There are two main treatment options:,అక్కడ రెండు main ఎంపికలు అవి ఉన్నాయి:,2,4
ఈసందర్భంగా పలువురు కాంగ్రెస్ కార్యకర్తలను పోలీసులు అరెస్ట్ చేశారు .,Police detained many Congress workers during the bandh .,Police detained many కాంగ్రెస్ కార్యకర్తలను during the bandh,5,2
ఐపీసీతో పాటు పోక్సో చట్టంలోని సంబంధిత సెక్షన్ల కింద కేసు నమోదు చేశారు .,A case has been filed under POCSO Act and relevant sections of the IPC .,ఐపీసీతో పాటు POCSO చట్టంలోని relevant సెక్షన్ల కింద కేసు నమోదు చేశారు .,5,3
స్టార్ డైరెక్టర్ సురేందర్ రెడ్డి ఈ చిత్రానికి దర్శకుడు .,The film has been directed by Surender Reddy .,The film has been దర్శకుడు by Surender Reddy .,3,3
ఇక అభ్యర్థుల ఎంపికలో ఆయా పార్టీలు ఆచితూచి అడుగులు వేస్తున్నాయి .,The parties are busy selecting their candidates .,ఇక parties are busy selecting their candidates .,5,4
వ్యాపారి నడుపుతున్న షాపును సీజ్ చేసి కేసు పెట్టారు .,Police has filed a case and arrested the shopkeeper .,Police has filed నడుపుతున్న shopkeeper సీజ్ చేసి కేసు,2,1
ఇటువంటి ప్రమాదాలు జరుగకుండా ముందస్తు జాగ్రత్తలు తీసుకోవాలని ఆయన సూచించారు .,He promised to take precautions to avoid such incidents .,He promised to ఇటువంటి incidents జరుగకుండా precautions తీసుకోవాలని,3,4
ఆర్థిక మంత్రి నిర్మలా సీతారామన్‌ కూడా ఈ విషయాన్ని పార్లమెంట్‌లో సూచనప్రాయంగా వెల్లడించారు .,This was announced in the budget by Finance Minister Nirmala Sitharaman .,This was విషయాన్ని in ఆర్థిక Minister Nirmala Sitharaman .,1,4
